wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
49792	40095	36193	33993	57105	48082	37546	32373	37438	35912	35049	31903	31657	36473	31295	24790	10	8	2	17	15	3.5	106.8	0	63.755	8	Q7SIG6	Q7SIG6	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	Asap2	sp|Q7SIG6|ASAP2_MOUSE Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Asap2 PE=1 SV=3
14766	10266	147490	15920	22885	12771	130100	19559	20053	17229	16550	14571	15403	17911	16656	13201	15	3	2	10.4	1.8	1.4	193.77	0.0001701	7.8818	3	Q7SVK7;P16103	Q7SVK7			sp|Q7SVK7|POL_MLVBM Gag-pol polyprotein OS=Murine leukemia virus (strain BM5 eco) OX=31687 GN=gag-pol PE=3 SV=2
37571	30989	39153	38729	42851	36442	39874	36304	58326	59848	61200	52063	51701	63941	59141	45909	7	7	7	16.3	16.3	16.3	63.036	0	67.75	9	Q7TMA2;Q7TMA2-2;P0CL69	Q7TMA2;Q7TMA2-2	Zinc finger protein 503	Znf503	sp|Q7TMA2|ZN503_MOUSE Zinc finger protein 503 OS=Mus musculus OX=10090 GN=Znf503 PE=1 SV=1;sp|Q7TMA2-2|ZN503_MOUSE Isoform 2 of Zinc finger protein 503 OS=Mus musculus OX=10090 GN=Znf503
602130	496970	569650	472900	730430	594070	525500	457180	655410	651140	558800	554240	572340	627810	523410	425200	41	41	27	34.6	34.6	22.2	145.24	0	323.31	86	Q7TMB8;Q7TMB8-2	Q7TMB8;Q7TMB8-2	Cytoplasmic FMR1-interacting protein 1	Cyfip1	sp|Q7TMB8|CYFP1_MOUSE Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus OX=10090 GN=Cyfip1 PE=1 SV=1;sp|Q7TMB8-2|CYFP1_MOUSE Isoform 2 of Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus OX=10090 GN=Cyfip1
44163	36245	45455	42954	52754	45489	46462	43108	60476	57386	54665	42713	53127	54394	54671	39740	8	8	8	8.3	8.3	8.3	119.27	0	19.559	8	Q7TMC8;Q7TMC8-2	Q7TMC8;Q7TMC8-2		Fuk	sp|Q7TMC8|FCSK_MOUSE L-fucose kinase OS=Mus musculus OX=10090 GN=Fcsk PE=1 SV=1;sp|Q7TMC8-2|FCSK_MOUSE Isoform 2 of L-fucose kinase OS=Mus musculus OX=10090 GN=Fcsk
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.6	2.6	2.6	39.493	0.0082804	2.0097	1	Q7TMF2	Q7TMF2	3-5 exoribonuclease 1	Eri1	sp|Q7TMF2|ERI1_MOUSE 3-5 exoribonuclease 1 OS=Mus musculus OX=10090 GN=Eri1 PE=1 SV=2
156940	129720	185860	165560	182030	155540	173060	140510	241050	218650	229420	187990	203810	201310	223250	141670	13	13	13	85.5	85.5	85.5	17.086	0	83.557	22	Q7TMF3	Q7TMF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	Ndufa12	sp|Q7TMF3|NDUAC_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Mus musculus OX=10090 GN=Ndufa12 PE=1 SV=2
10487	9228.7998046875	9840.900390625	11811	15442	11607	12090	11850	17406	15688	19042	12797	16105	13755	18732	9487.7998046875	3	3	2	5.6	5.6	4.4	90.105	0	13.167	3	Q7TMI3	Q7TMI3	E3 ubiquitin-protein ligase UHRF2	Uhrf2	sp|Q7TMI3|UHRF2_MOUSE E3 ubiquitin-protein ligase UHRF2 OS=Mus musculus OX=10090 GN=Uhrf2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	13.1	13.1	13.1	23.011	0.00016292	6.28	2	Q7TMJ8-2;Q7TMJ8	Q7TMJ8-2;Q7TMJ8	Phosphoinositide-3-kinase-interacting protein 1	Pik3ip1	sp|Q7TMJ8-2|P3IP1_MOUSE Isoform 2 of Phosphoinositide-3-kinase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pik3ip1;sp|Q7TMJ8|P3IP1_MOUSE Phosphoinositide-3-kinase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pik3ip1 PE=2 SV=1
15041	11929	15915	15702	17081	14983	17402	17494	23168	21362	24233	17590	22243	20818	23995	15394	6	5	5	9.6	8.7	8.7	83.365	0	13.171	5	Q7TMK6	Q7TMK6	Protein Hook homolog 2	Hook2	sp|Q7TMK6|HOOK2_MOUSE Protein Hook homolog 2 OS=Mus musculus OX=10090 GN=Hook2 PE=1 SV=3
1520000	1292900	1981400	2165300	1818600	1540900	2000900	2039300	2235800	2306400	1789300	1921800	1868300	2144300	1667100	1497300	36	36	3	57.1	57.1	8.8	69.632	0	323.31	144	Q7TMK9	Q7TMK9	Heterogeneous nuclear ribonucleoprotein Q	Syncrip	sp|Q7TMK9|HNRPQ_MOUSE Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2
4017.60009765625	3767.80004882813	5267.39990234375	5177	5041.89990234375	3646	5229.89990234375	5459.5	5904.5	6003.60009765625	4239.2001953125	4175.39990234375	4717.60009765625	5359.10009765625	3985.5	3405.69995117188	34	1	1	55.3	1.8	1.8	62.672	0.00016526	6.7631	3	Q7TMK9-2	Q7TMK9-2	Heterogeneous nuclear ribonucleoprotein Q	Syncrip	sp|Q7TMK9-2|HNRPQ_MOUSE Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip
472150	397380	751660	544320	579370	483610	675290	465770	678720	573910	550810	448790	576670	571980	521530	383210	28	6	2	64.7	16.4	3.6	49.906	0	323.31	48	Q7TMM9	Q7TMM9	Tubulin beta-2A chain	Tubb2a	sp|Q7TMM9|TBB2A_MOUSE Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1
45531	40413	59831	57424	55010	47165	57518	53951	65510	58659	62475	48178	55454	56226	59317	40150	9	9	9	17.2	17.2	17.2	83.42	0	62.427	9	Q7TMQ7	Q7TMQ7	WD repeat-containing protein 91	Wdr91	sp|Q7TMQ7|WDR91_MOUSE WD repeat-containing protein 91 OS=Mus musculus OX=10090 GN=Wdr91 PE=1 SV=1
70096	58964	87222	83684	84308	74584	87601	86156	118190	135150	119590	118560	107350	130940	120470	96824	10	10	10	21	21	21	55.026	0	39.302	18	Q7TMR0;Q7TMR0-2	Q7TMR0	Lysosomal Pro-X carboxypeptidase	Prcp	sp|Q7TMR0|PCP_MOUSE Lysosomal Pro-X carboxypeptidase OS=Mus musculus OX=10090 GN=Prcp PE=1 SV=2
48446	39359	71428	57907	58459	48649	60133	53040	61018	67551	43759	56824	55488	66772	39842	43266	3	3	3	5.2	5.2	5.2	72.977	0	9.3928	3	Q7TMS5	Q7TMS5	ATP-binding cassette sub-family G member 2	Abcg2	sp|Q7TMS5|ABCG2_MOUSE Broad substrate specificity ATP-binding cassette transporter ABCG2 OS=Mus musculus OX=10090 GN=Abcg2 PE=1 SV=1
2456.19995117188	2599.80004882813	4013.89990234375	3075.30004882813	3420	2636.69995117188	2668.60009765625	2726.80004882813	4093.80004882813	3350.30004882813	3818.5	4290.7998046875	4241.60009765625	3463.10009765625	3473.30004882813	2788.60009765625	2	2	2	3.3	3.3	3.3	86.599	0.00016072	5.8641	2	Q7TMV3	Q7TMV3	FAST kinase domain-containing protein 5	Fastkd5	sp|Q7TMV3|FAKD5_MOUSE FAST kinase domain-containing protein 5, mitochondrial OS=Mus musculus OX=10090 GN=Fastkd5 PE=2 SV=1
43557	40026	61118	61273	56246	43464	62661	58136	73842	66142	67698	50499	63775	65309	68202	45583	9	9	9	26.1	26.1	26.1	53.107	0	75.834	9	Q7TMW6;Q7TMW6-2	Q7TMW6;Q7TMW6-2	Cytosolic Fe-S cluster assembly factor NARFL	Narfl	sp|Q7TMW6|CIAO3_MOUSE Cytosolic iron-sulfur assembly component 3 OS=Mus musculus OX=10090 GN=Ciao3 PE=1 SV=2;sp|Q7TMW6-2|CIAO3_MOUSE Isoform 2 of Cytosolic iron-sulfur assembly component 3 OS=Mus musculus OX=10090 GN=Ciao3
15329	12432	19273	20198	17802	15853	18892	20284	24421	24346	26572	21239	20485	20095	23042	16827	3	3	3	6.5	6.5	6.5	63.457	0.0001679	7.4034	9	Q7TMX5;Q7TMX5-2;REV__Q9Z2I8-2;REV__Q9Z2I8	Q7TMX5;Q7TMX5-2	Protein SHQ1 homolog	Shq1	sp|Q7TMX5|SHQ1_MOUSE Protein SHQ1 homolog OS=Mus musculus OX=10090 GN=Shq1 PE=1 SV=2;sp|Q7TMX5-2|SHQ1_MOUSE Isoform 2 of Protein SHQ1 homolog OS=Mus musculus OX=10090 GN=Shq1
107590	96653	112970	93946	115580	110080	106010	102370	139960	135540	125270	111710	121290	129560	122950	91236	5	5	5	26.5	26.5	26.5	23.715	0	20.048	9	Q7TMY4;Q7TMY4-2	Q7TMY4;Q7TMY4-2	THO complex subunit 7 homolog	Thoc7	sp|Q7TMY4|THOC7_MOUSE THO complex subunit 7 homolog OS=Mus musculus OX=10090 GN=Thoc7 PE=1 SV=2;sp|Q7TMY4-2|THOC7_MOUSE Isoform 2 of THO complex subunit 7 homolog OS=Mus musculus OX=10090 GN=Thoc7
28105	24300	29741	31067	33001	28258	28969	27985	34441	34180	28656	27594	30514	33276	26810	22915	7	7	7	8.1	8.1	8.1	111.82	0	32.622	9	Q7TMY7-2;Q7TMY7	Q7TMY7-2;Q7TMY7	Importin-8	Ipo8	sp|Q7TMY7-2|IPO8_MOUSE Isoform 2 of Importin-8 OS=Mus musculus OX=10090 GN=Ipo8;sp|Q7TMY7|IPO8_MOUSE Importin-8 OS=Mus musculus OX=10090 GN=Ipo8 PE=1 SV=3
488940	404950	678120	588370	601240	500760	657030	585840	743730	762820	656870	675500	643350	736330	644580	522480	68	68	68	19.4	19.4	19.4	482.63	0	323.31	94	Q7TMY8;Q7TMY8-3;Q7TMY8-4;Q7TMY8-2	Q7TMY8;Q7TMY8-3;Q7TMY8-4;Q7TMY8-2	E3 ubiquitin-protein ligase HUWE1	Huwe1	sp|Q7TMY8|HUWE1_MOUSE E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1 PE=1 SV=5;sp|Q7TMY8-3|HUWE1_MOUSE Isoform 3 of E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1;sp|Q7TMY8-4|HUWE1_MOUSE Isoform 4 of E3 ubiquitin-p
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.2	2.2	2.2	64.679	0.0029847	2.6065	1	Q7TN02	Q7TN02	Mediator of RNA polymerase II transcription subunit 26	Med26	sp|Q7TN02|MED26_MOUSE Mediator of RNA polymerase II transcription subunit 26 OS=Mus musculus OX=10090 GN=Med26 PE=1 SV=1
87778	75651	91529	91422	108960	89397	91726	88335	142670	110950	133920	94623	121870	111540	138770	80906	6	5	5	28.2	24.9	24.9	27.633	0	81.076	7	Q7TN29-2;Q7TN29	Q7TN29-2;Q7TN29	Stromal membrane-associated protein 2	Smap2	sp|Q7TN29-2|SMAP2_MOUSE Isoform 2 of Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2;sp|Q7TN29|SMAP2_MOUSE Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2 PE=1 SV=1
61713	54063	70371	67998	76250	65099	68761	63926	76077	75635	64766	61863	66682	71004	60950	46229	10	10	6	21.1	21.1	11.2	77.138	0	122.99	13	Q7TN98-4;Q7TN98-5;Q7TN98-3;Q7TN98-2;Q7TN98;Q7TN99-6;Q7TN99-4;Q7TN99-3;Q7TN99-2;Q7TN99;Q7TN99-5	Q7TN98-4;Q7TN98-5;Q7TN98-3;Q7TN98-2;Q7TN98	Cytoplasmic polyadenylation element-binding protein 4	Cpeb4	sp|Q7TN98-4|CPEB4_MOUSE Isoform 4 of Cytoplasmic polyadenylation element-binding protein 4 OS=Mus musculus OX=10090 GN=Cpeb4;sp|Q7TN98-5|CPEB4_MOUSE Isoform 5 of Cytoplasmic polyadenylation element-binding protein 4 OS=Mus musculus OX=10090 GN=Cpeb4;sp|Q7T
293570	246140	362540	367540	352260	292440	359160	352930	493250	436510	482250	372950	427230	414400	473250	311660	17	17	11	38.5	38.5	24.1	45.404	0	128	43	Q7TNC4-4;Q7TNC4;Q7TNC4-2;Q7TNC4-3	Q7TNC4-4;Q7TNC4;Q7TNC4-2;Q7TNC4-3	Putative RNA-binding protein Luc7-like 2	Luc7l2	sp|Q7TNC4-4|LC7L2_MOUSE Isoform 4 of Putative RNA-binding protein Luc7-like 2 OS=Mus musculus OX=10090 GN=Luc7l2;sp|Q7TNC4|LC7L2_MOUSE Putative RNA-binding protein Luc7-like 2 OS=Mus musculus OX=10090 GN=Luc7l2 PE=1 SV=1;sp|Q7TNC4-2|LC7L2_MOUSE Isoform 2 o
29441	25746	30443	37547	32497	30176	33287	42862	36072	29256	36491	20672	32191	26562	39559	21388	6	6	6	4.3	4.3	4.3	225.51	0	10.136	6	Q7TNC6	Q7TNC6	Kinesin-like protein KIF26B	Kif26b	sp|Q7TNC6|KI26B_MOUSE Kinesin-like protein KIF26B OS=Mus musculus OX=10090 GN=Kif26b PE=1 SV=3
193410	155690	273250	229110	225180	193770	253990	204430	352910	342770	195170	290930	297170	346780	188950	231990	12	12	12	34.5	34.5	34.5	47.622	0	94.603	20	Q7TNC9;Q7TNC9-2	Q7TNC9;Q7TNC9-2		Inpp5a	sp|Q7TNC9|I5P1_MOUSE Inositol polyphosphate-5-phosphatase A OS=Mus musculus OX=10090 GN=Inpp5a PE=1 SV=1;sp|Q7TNC9-2|I5P1_MOUSE Isoform 2 of Inositol polyphosphate-5-phosphatase A OS=Mus musculus OX=10090 GN=Inpp5a
877.380004882813	835.710021972656	1395.59997558594	1615.19995117188	1230.19995117188	958	1093	1217.09997558594	468.929992675781	1139.90002441406	560.52001953125	1132.19995117188	1166.80004882813	1133.5	606.780029296875	809.039978027344	1	1	1	7.2	7.2	7.2	40.036	0.00031736	5.4386	2	Q7TND5	Q7TND5	Ribosome production factor 1	Rpf1	sp|Q7TND5|RPF1_MOUSE Ribosome production factor 1 OS=Mus musculus OX=10090 GN=Rpf1 PE=2 SV=2
95044	78254	115730	128650	121420	100050	114020	123680	147550	145080	146210	126880	129940	142670	143250	105990	11	11	11	49.8	49.8	49.8	25.921	0	35.879	16	Q7TNE3	Q7TNE3	Sperm-associated antigen 7	Spag7	sp|Q7TNE3|SPAG7_MOUSE Sperm-associated antigen 7 OS=Mus musculus OX=10090 GN=Spag7 PE=1 SV=1
260070	229610	197080	173650	324440	277390	190850	165400	264660	212300	240780	176650	244590	212110	246890	140030	20	20	19	35.9	35.9	34.8	70.733	0	191.85	34	Q7TNG5;Q7TNG5-2	Q7TNG5;Q7TNG5-2	Echinoderm microtubule-associated protein-like 2	Eml2	sp|Q7TNG5|EMAL2_MOUSE Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1;sp|Q7TNG5-2|EMAL2_MOUSE Isoform 2 of Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2
3773.89990234375	3157.69995117188	6599.60009765625	4636.39990234375	4203.60009765625	3703.5	6265.89990234375	4829.10009765625	5054.10009765625	3765.89990234375	3597.60009765625	3664.10009765625	4307.2001953125	4318.2998046875	3489.89990234375	3055.5	3	3	3	2.8	2.8	2.8	150.29	0.00031761	5.4578	3	Q7TNH6	Q7TNH6	Nephrocystin-3	Nphp3	sp|Q7TNH6|NPHP3_MOUSE Nephrocystin-3 OS=Mus musculus OX=10090 GN=Nphp3 PE=1 SV=2
88772	75658	104170	99046	105200	91239	101840	96099	108700	106390	88305	86941	92847	102610	85725	73698	26	17	16	46.4	32.4	27.1	65.934	0	132.17	19	Q7TNP2	Q7TNP2	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	Ppp2r1b	sp|Q7TNP2|2AAB_MOUSE Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=2
204050	167420	285680	319730	258790	218210	286340	301640	408850	406520	441540	348710	362840	369260	438230	270760	16	16	16	31.8	31.8	31.8	43.158	0	60.522	32	Q7TNV0	Q7TNV0	Protein DEK	Dek	sp|Q7TNV0|DEK_MOUSE Protein DEK OS=Mus musculus OX=10090 GN=Dek PE=1 SV=1
49164	40162	53981	53110	57660	51787	52001	51732	68915	63235	71244	59507	59010	61484	63705	44840	8	8	8	11.8	11.8	11.8	117.94	0	119.43	10	Q7TPD0;Q7TPD0-2	Q7TPD0;Q7TPD0-2	Integrator complex subunit 3	Ints3	sp|Q7TPD0|INT3_MOUSE Integrator complex subunit 3 OS=Mus musculus OX=10090 GN=Ints3 PE=1 SV=2;sp|Q7TPD0-2|INT3_MOUSE Isoform 2 of Integrator complex subunit 3 OS=Mus musculus OX=10090 GN=Ints3
21918	16481	22149	21481	22187	19928	22120	21027	27732	24889	24309	22811	24016	25433	18639	15800	5	5	5	6.1	6.1	6.1	93.943	0	20.494	5	Q7TPD1-3;Q7TPD1-2;Q7TPD1	Q7TPD1-3;Q7TPD1-2;Q7TPD1	F-box only protein 11	Fbxo11	sp|Q7TPD1-3|FBX11_MOUSE Isoform 3 of F-box only protein 11 OS=Mus musculus OX=10090 GN=Fbxo11;sp|Q7TPD1-2|FBX11_MOUSE Isoform 2 of F-box only protein 11 OS=Mus musculus OX=10090 GN=Fbxo11;sp|Q7TPD1|FBX11_MOUSE F-box only protein 11 OS=Mus musculus OX=10090
7843.89990234375	6744.7998046875	9386.7998046875	8954.7001953125	10359	7481.39990234375	9687.7998046875	8284.900390625	10622	8228.900390625	10183	8207.7998046875	9583.599609375	8642.2001953125	9642.5	6013.89990234375	3	3	2	10.8	10.8	7.8	35.041	0.0003124	4.9359	2	Q7TPE5	Q7TPE5	Probable RNA polymerase II nuclear localization protein SLC7A6OS	Slc7a6os	sp|Q7TPE5|S7A6O_MOUSE Probable RNA polymerase II nuclear localization protein SLC7A6OS OS=Mus musculus OX=10090 GN=Slc7a6os PE=1 SV=1
178120	148900	178750	157000	216030	185700	176560	161360	219290	226450	202540	202650	203160	227330	195630	164370	33	33	33	9	9	9	520.85	0	148.34	37	Q7TPH6-2;Q7TPH6	Q7TPH6-2;Q7TPH6	E3 ubiquitin-protein ligase MYCBP2	Mycbp2	sp|Q7TPH6-2|MYCB2_MOUSE Isoform 2 of E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2;sp|Q7TPH6|MYCB2_MOUSE E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2 PE=1 SV=3
154090	130970	163480	158310	185760	148230	166450	153870	184650	153880	161470	126990	156830	159120	146210	107270	27	26	18	25.6	25.1	18.8	160.91	0	178.01	35	Q7TPM1;REV__Q3UHD3-3	Q7TPM1	Protein PRRC2B	Prrc2b	sp|Q7TPM1|PRC2B_MOUSE Protein PRRC2B OS=Mus musculus OX=10090 GN=Prrc2b PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	1	1	14.4	1.5	1.5	81.756	0.0016009	3.1079	1	Q7TPM1-2	Q7TPM1-2	Protein PRRC2B	Prrc2b	sp|Q7TPM1-2|PRC2B_MOUSE Isoform 2 of Protein PRRC2B OS=Mus musculus OX=10090 GN=Prrc2b
111670	100460	89634	90013	127480	111810	86134	78924	90290	88457	76154	75386	82735	81770	72446	61564	16	16	16	26.8	26.8	26.8	88.196	0	97.039	18	Q7TPM9	Q7TPM9	Myotubularin-related protein 10	Mtmr10	sp|Q7TPM9|MTMRA_MOUSE Myotubularin-related protein 10 OS=Mus musculus OX=10090 GN=Mtmr10 PE=1 SV=2
52442	43916	50292	47528	64466	54348	48747	43697	60577	66077	48158	50965	50359	62968	39513	41656	3	3	3	7	7	7	67.811	0	12.4	3	Q7TPN9	Q7TPN9	Proline-rich protein 14	Prr14	sp|Q7TPN9|PRR14_MOUSE Proline-rich protein 14 OS=Mus musculus OX=10090 GN=Prr14 PE=1 SV=1
6393.60009765625	4575.60009765625	6131.2001953125	6391.2998046875	7593.2001953125	6914.39990234375	6388	7147.7001953125	9132.099609375	8462.2001953125	8828.5	6980.5	7389.7001953125	8039.2001953125	7689	5361.5	3	3	3	2.2	2.2	2.2	185.07	0	8.862	4	Q7TPQ3-2;Q7TPQ3-5;Q7TPQ3;Q7TPQ3-3	Q7TPQ3-2;Q7TPQ3-5;Q7TPQ3;Q7TPQ3-3	E3 ubiquitin-protein ligase SHPRH	Shprh	sp|Q7TPQ3-2|SHPRH_MOUSE Isoform 2 of E3 ubiquitin-protein ligase SHPRH OS=Mus musculus OX=10090 GN=Shprh;sp|Q7TPQ3-5|SHPRH_MOUSE Isoform 4 of E3 ubiquitin-protein ligase SHPRH OS=Mus musculus OX=10090 GN=Shprh;sp|Q7TPQ3|SHPRH_MOUSE E3 ubiquitin-protein lig
8741500	7545100	7882500	7420500	10615000	8966100	7647500	6843500	8338900	7569800	5359800	5820200	7241100	7592000	5012500	4955400	87	56	49	85.1	62	58.5	103.07	0	323.31	675	Q7TPR4	Q7TPR4	Alpha-actinin-1	Actn1	sp|Q7TPR4|ACTN1_MOUSE Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1
3099.10009765625	2718	2915.5	3017.60009765625	2142.39990234375	2637.39990234375	3697	3903.5	4918.2998046875	6000.7001953125	5779.60009765625	4378.5	4971.7998046875	4947.2998046875	5931.5	4472.7998046875	1	1	1	1.2	1.2	1.2	88.973	0.0098752	1.9039	1	Q7TPS5-3;Q7TPS5-2;Q7TPS5	Q7TPS5-3;Q7TPS5-2;Q7TPS5	C2 domain-containing protein 5	C2cd5	sp|Q7TPS5-3|C2CD5_MOUSE Isoform 3 of C2 domain-containing protein 5 OS=Mus musculus OX=10090 GN=C2cd5;sp|Q7TPS5-2|C2CD5_MOUSE Isoform 2 of C2 domain-containing protein 5 OS=Mus musculus OX=10090 GN=C2cd5;sp|Q7TPS5|C2CD5_MOUSE C2 domain-containing protein 5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	1.6	1.6	1.6	138.02	0.0046316	2.3409	3	Q7TPV2;Q7TPV2-2;Q7TPV2-3	Q7TPV2;Q7TPV2-2;Q7TPV2-3	E3 ubiquitin-protein ligase DZIP3	Dzip3	sp|Q7TPV2|DZIP3_MOUSE E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3 PE=1 SV=2;sp|Q7TPV2-2|DZIP3_MOUSE Isoform 2 of E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3;sp|Q7TPV2-3|DZIP3_MOUSE Isoform 3 of E3 ubiquitin-p
919850	767850	1114400	1255600	1064200	923190	1109400	1221400	1231700	1185100	1047300	1009700	997230	1094500	974850	783250	54	54	54	44.2	44.2	44.2	152.04	0	323.31	115	Q7TPV4	Q7TPV4	Myb-binding protein 1A	Mybbp1a	sp|Q7TPV4|MBB1A_MOUSE Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2
695800	543270	824070	882140	845250	677940	824180	793550	1381300	1446200	626200	1026400	1144600	1505100	584530	986730	39	39	38	55.4	55.4	54.7	72.107	0	323.31	96	Q7TPW1	Q7TPW1	Nexilin	Nexn	sp|Q7TPW1|NEXN_MOUSE Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	4.6	4.6	4.6	68.717	0.0010338	3.4192	2	Q7TQ62;Q7TQ62-2	Q7TQ62;Q7TQ62-2	Podocan	Podn	sp|Q7TQ62|PODN_MOUSE Podocan OS=Mus musculus OX=10090 GN=Podn PE=2 SV=1;sp|Q7TQ62-2|PODN_MOUSE Isoform 2 of Podocan OS=Mus musculus OX=10090 GN=Podn
134680	112720	195300	155620	164530	140800	177310	138830	169010	156340	131800	118780	144930	151830	122050	101830	13	13	13	38.8	38.8	38.8	47.499	0	199.98	25	Q7TQ95	Q7TQ95	Protein lunapark	Lnp	sp|Q7TQ95|LNP_MOUSE Endoplasmic reticulum junction formation protein lunapark OS=Mus musculus OX=10090 GN=Lnpk PE=1 SV=1
3707.89990234375	3202.89990234375	4106.7998046875	5240.39990234375	4327.5	3405.80004882813	4850.89990234375	4263.2998046875	4737	5520.10009765625	3731.10009765625	3495	4387.10009765625	5035.7001953125	3919.10009765625	3298.89990234375	1	1	1	2.7	2.7	2.7	53.965	0.0051879	2.3087	1	Q7TQC7-3;Q7TQC7-2;Q7TQC7	Q7TQC7-3;Q7TQC7-2;Q7TQC7	G patch domain-containing protein 2	Gpatch2	sp|Q7TQC7-3|GPTC2_MOUSE Isoform 3 of G patch domain-containing protein 2 OS=Mus musculus OX=10090 GN=Gpatch2;sp|Q7TQC7-2|GPTC2_MOUSE Isoform 2 of G patch domain-containing protein 2 OS=Mus musculus OX=10090 GN=Gpatch2;sp|Q7TQC7|GPTC2_MOUSE G patch domain-c
4818.5	2768.5	6301.10009765625	7836.5	7358.60009765625	4383.60009765625	6532.60009765625	7412.10009765625	27732	11918	7526.2001953125	4767	21895	9639.5	5621.10009765625	4635.2998046875	2	2	2	7.8	7.8	7.8	23.574	0.00016474	6.6527	3	Q7TQD2	Q7TQD2	Tubulin polymerization-promoting protein	Tppp	sp|Q7TQD2|TPPP_MOUSE Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1
8407.900390625	7084.5	10238	8593.099609375	10196	9047.7001953125	9364.599609375	10136	12927	13002	12666	9111.599609375	10877	12786	11298	7959.39990234375	4	4	4	7.8	7.8	7.8	76.088	0	21.933	4	Q7TQE6	Q7TQE6	Macoilin	Tmem57	sp|Q7TQE6|MACOI_MOUSE Macoilin OS=Mus musculus OX=10090 GN=Maco1 PE=1 SV=1
700820	587250	749950	752830	823070	684900	729630	719780	833390	820300	688670	678550	733480	801930	654880	563810	38	38	37	37.5	37.5	36.8	113.04	0	313.23	85	Q7TQH0-2;Q7TQH0-3;Q7TQH0	Q7TQH0-2;Q7TQH0-3;Q7TQH0	Ataxin-2-like protein	Atxn2l	sp|Q7TQH0-2|ATX2L_MOUSE Isoform 2 of Ataxin-2-like protein OS=Mus musculus OX=10090 GN=Atxn2l;sp|Q7TQH0-3|ATX2L_MOUSE Isoform 3 of Ataxin-2-like protein OS=Mus musculus OX=10090 GN=Atxn2l;sp|Q7TQH0|ATX2L_MOUSE Ataxin-2-like protein OS=Mus musculus OX=10090
