Entry	Status	Protein names	Gene names	Length
P0C7A3	reviewed	Ghrelin O-acyltransferase (EC 2.3.1.-) (Membrane-bound O-acyltransferase domain-containing protein 4) (O-acyltransferase domain-containing protein 4)	Mboat4 Gm171 Goat	435
Q8R3I2	reviewed	Lysophospholipid acyltransferase 2 (LPLAT 2) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 4) (Lyso-PC acyltransferase 4) (mLPCAT4) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 2) (O-acyltransferase domain-containing protein 2)	Mboat2 Lpcat4 Oact2	519
Q8BH98	reviewed	Lysophospholipid acyltransferase 1 (LPLAT 1) (EC 2.3.1.-) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1)	Mboat1 Lpeat1 Oact1	492
Q8R003	reviewed	Muscleblind-like protein 3 (Cys3His CCG1-required protein) (Muscleblind-like X-linked protein) (Protein MCHCR)	Mbnl3 Chcr Mbxl	342
Q8C181	reviewed	Muscleblind-like protein 2	Mbnl2 Kiaa4072	373
Q9JKP5	reviewed	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	Mbnl1 Exp Mbnl	341
Q8BL86	reviewed	Metallo-beta-lactamase domain-containing protein 2 (EC 3.-.-.-)	Mblac2	279
Q8BWY4	reviewed	Metallo-beta-lactamase domain-containing protein 1 (EC 3.-.-.-)	Mblac1	260
P41317	reviewed	Mannose-binding protein C (MBP-C) (Mannan-binding protein) (RA-reactive factor P28A subunit) (RARF/P28A)	Mbl2	244
P39039	reviewed	Mannose-binding protein A (MBP-A) (Mannan-binding protein) (Ra-reactive factor polysaccharide-binding component p28B) (RaRF p28B)	Mbl1	239
Q99LQ1	reviewed	MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)	Mbip	341
Q3TY92	reviewed	Methyl-CpG-binding domain protein 6 (Methyl-CpG-binding protein MBD6)	Mbd6	1003
B1AYB6	reviewed	Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5)	Mbd5	1498
Q9Z2D7	reviewed	Methyl-CpG-binding domain protein 4 (EC 3.2.2.-) (Methyl-CpG-binding protein MBD4) (Mismatch-specific DNA N-glycosylase)	Mbd4	554
Q9D9H3	reviewed	Methyl-CpG-binding domain protein 3-like 1 (MBD3-like protein 1)	Mbd3l1 Mbd3l	186
Q9Z2D8	reviewed	Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)	Mbd3	285
Q9Z2E1	reviewed	Methyl-CpG-binding domain protein 2 (Methyl-CpG-binding protein MBD2)	Mbd2	414
Q9Z2E2	reviewed	Methyl-CpG-binding domain protein 1 (Methyl-CpG-binding protein MBD1)	Mbd1	636
Q8C525	reviewed	Protein MB21D2 (Mab-21 domain-containing protein 2)	Mb21d2	428
P04247	reviewed	Myoglobin	Mb	154
P56671	reviewed	Myc-associated zinc finger protein (MAZI) (Pur-1) (Purine-binding transcription factor)	Maz	477
P28574	reviewed	Protein max (Myc-associated factor X) (Myc-binding novel HLH/LZ protein) (Protein myn)	Max Myn	160
Q8VCF0	reviewed	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Virus-induced-signaling adapter) (VISA)	Mavs Ips1 Visa	503
Q9D2X5	reviewed	MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog)	Mau2 Kiaa0892 Scc4	619
Q8K310	reviewed	Matrin-3	Matr3	846
O89029	reviewed	Matrilin-4 (MAT-4)	Matn4	624
O35701	reviewed	Matrilin-3	Matn3	481
O08746	reviewed	Matrilin-2	Matn2	956
P51942	reviewed	Cartilage matrix protein (Matrilin-1)	Matn1 Cmp Crtm	500
P41242	reviewed	Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.10.2) (Protein kinase NTK) (Tyrosine-protein kinase CTK)	Matk Ctk Ntk	505
Q99LB6	reviewed	Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta)	Mat2b	334
Q3THS6	reviewed	S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	Mat2a	395
Q91X83	reviewed	S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1)	Mat1a	396
Q8C0P0	reviewed	Serine/threonine-protein kinase greatwall (GW) (GWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)	Mastl Gw Gwl	865
Q811L6	reviewed	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	Mast4	2618
Q3U214	reviewed	Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1)	Mast3 Kiaa0561	1321
Q60592	reviewed	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	Mast2 Mast205	1734
Q9R1L5	reviewed	Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Syntrophin-associated serine/threonine-protein kinase)	Mast1 Kiaa0973 Sast	1570
Q91WP0	reviewed	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	Masp2	685
P98064	reviewed	Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]	Masp1 Crarf Masp3	704
P30554	reviewed	Proto-oncogene Mas	Mas1 Mas Mas-1	324
Q9D956	reviewed	MARVEL domain-containing protein 3	Marveld3	376
Q3UZP0	reviewed	MARVEL domain-containing protein 2 (Tricellulin)	Marveld2 Mrvldc2 Tric	555
Q7TQJ1	reviewed	MARVEL domain-containing protein 1	Marveld1	173
Q499X9	reviewed	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)	Mars2	586
Q68FL6	reviewed	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	Mars1 Mars	902
Q8CIP4	reviewed	MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1)	Mark4 Kiaa1860	752
Q03141	reviewed	MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (ELKL motif kinase 2) (EMK-2) (MPK-10)	Mark3 Emk2 Mpk10	753
Q05512	reviewed	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (mPar-1b)	Mark2 Emk	776
Q8VHJ5	reviewed	Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif serine/threonine-protein kinase 3) (MAP/microtubule affinity-regulating kinase 1) (PAR1 homolog c) (Par-1c) (mPar-1c)	Mark1 Emk3 Kiaa1477	795
Q8BJ34	reviewed	Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1)	Marf1 Kiaa0430 Lkap	1730
Q60754	reviewed	Macrophage receptor MARCO (Macrophage receptor with collagenous structure)	Marco	518
P28667	reviewed	MARCKS-related protein (Brain protein F52) (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS)	Marcksl1 Mlp Mrp	200
P26645	reviewed	Myristoylated alanine-rich C-kinase substrate (MARCKS)	Marcks Macs	309
Q3TZ87	reviewed	E3 ubiquitin-protein ligase MARCHF9 (EC 2.3.2.27) (Membrane-associated RING finger protein 9) (Membrane-associated RING-CH protein IX) (MARCH-IX) (RING-type E3 ubiquitin transferase MARCHF9)	Marchf9 March9	348
Q9DBD2	reviewed	E3 ubiquitin-protein ligase MARCHF8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING-type E3 ubiquitin transferase MARCHF8)	Marchf8 March8 Mir	286
Q9WV66	reviewed	E3 ubiquitin-protein ligase MARCHF7 (EC 2.3.2.27) (Axotrophin) (Membrane-associated RING finger protein 7) (Membrane-associated RING-CH protein VII) (MARCH-VII) (RING-type E3 ubiquitin transferase MARCHF7)	Marchf7 Axot March7	693
Q6ZQ89	reviewed	E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (RING-type E3 ubiquitin transferase MARCHF6)	Marchf6 Kiaa0597 March6	909
Q3KNM2	reviewed	E3 ubiquitin-protein ligase MARCHF5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (RING-type E3 ubiquitin transferase MARCHF5)	Marchf5 March5	278
Q80TE3	reviewed	E3 ubiquitin-protein ligase MARCHF4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING-type E3 ubiquitin transferase MARCHF4)	Marchf4 Kiaa1399 March4	409
Q8BRX9	reviewed	E3 ubiquitin-protein ligase MARCHF3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (MARCH-III) (RING-type E3 ubiquitin transferase MARCHF3)	Marchf3 March3	218
Q99M02	reviewed	E3 ubiquitin-protein ligase MARCHF2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING-type E3 ubiquitin transferase MARCHF2)	MARCHF2 MARCH2	246
Q8CBH7	reviewed	E3 ubiquitin-protein ligase MARCHF11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCHF11)	Marchf11 March11	400
Q6NZQ8	reviewed	E3 ubiquitin-protein ligase MARCHF1 (EC 2.3.2.27) (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING-type E3 ubiquitin transferase MARCHF1)	Marchf1 March1	289
P10637	reviewed	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	Mapt Mtapt Tau	733
Q6PER3	reviewed	Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)	Mapre3	281
Q8R001	reviewed	Microtubule-associated protein RP/EB family member 2 (APC-binding protein EB2) (End-binding protein 2) (EB2)	Mapre2	326
Q61166	reviewed	Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1)	Mapre1	268
Q6NS57	reviewed	Mitogen-activated protein kinase-binding protein 1 (JNK-binding protein 1) (JNKBP-1)	Mapkbp1 Jnkbp1 Kiaa0596	1503
O54992	reviewed	MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAPK-5) (EC 2.7.11.1)	Mapkapk5	473
Q3UMW7	reviewed	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1)	Mapkapk3	384
P49138	reviewed	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	Mapkapk2 Rps6kc1	386
Q8BKH7	reviewed	Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1)	Mapkap1 Mip1 Sin1	522
Q9WTU6	reviewed	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	Mapk9 Jnk2 Prkm9	423
Q9ESN9	reviewed	C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (JNK/SAPK-associated protein 1) (JSAP1) (Mitogen-activated protein kinase 8-interacting protein 3) (Sunday driver 2)	Mapk8ip3 Jip3 Jsap1 Syd2	1337
Q9ERE9	reviewed	C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)	Mapk8ip2 Ib2 Jip2	830
Q9WVI9	reviewed	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain-1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	Mapk8ip1 Ib1 Jip1 Mapk8ip Prkm8ip	707
Q91Y86	reviewed	Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8) (EC 2.7.11.24) (Stress-activated protein kinase JNK1) (c-Jun N-terminal kinase 1)	Mapk8 Jnk1 Prkm8	384
Q9WVS8	reviewed	Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)	Mapk7 Bmk1 Erk5	806
Q61532	reviewed	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3)	Mapk6 Erk3 Prkm4 Prkm6	720
Q6P5G0	reviewed	Mitogen-activated protein kinase 4 (MAP kinase 4) (MAPK 4) (EC 2.7.11.24) (Extracellular signal-regulated kinase 4) (ERK-4)	Mapk4 Erk4 Prkm4	583
Q63844	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	Mapk3 Erk1 Prkm3	380
Q8BH93	reviewed	MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like)	Mapk1ip1l	242
Q9D7G9	reviewed	MAPK-interacting and spindle-stabilizing protein (Mitogen-activated protein kinase 1-interacting protein 1)	Mapk1ip1 Miss	263
Q80Y86	reviewed	Mitogen-activated protein kinase 15 (MAP kinase 15) (MAPK 15) (EC 2.7.11.24) (Extracellular signal-regulated kinase 7) (ERK-7) (Extracellular signal-regulated kinase 8) (ERK-8)	Mapk15 Erk7 Erk8	549
P47811	reviewed	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (CRK1) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha)	Mapk14 Crk1 Csbp1 Csbp2	360
Q9Z1B7	reviewed	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	Mapk13 Serk4	366
O08911	reviewed	Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3)	Mapk12 Sapk3	367
Q9WUI1	reviewed	Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38B)	Mapk11 Prkm11	364
Q61831	reviewed	Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)	Mapk10 Jnk3 Prkm10 Serk2	464
P63085	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Mapk1 Erk2 Mapk Prkm1	358
Q3TRR0	reviewed	Microtubule-associated protein 9 (Aster-associated protein)	Map9 Asap Mtap9	646
A2AEY4	reviewed	MAP7 domain-containing protein 3	Map7d3 Mdp3 Mtap7d3	876
A2AG50	reviewed	MAP7 domain-containing protein 2	Map7d2 Mtap7d2	781
A2AJI0	reviewed	MAP7 domain-containing protein 1	Map7d1 Kiaa1187 Mtap7d1	846
O88735	reviewed	Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7)	Map7 Mtap7	730
Q14BB9	reviewed	MAP6 domain-containing protein 1 (21 kDa STOP-like protein) (SL21)	Map6d1	191
Q7TSJ2	reviewed	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)	Map6 Mtap6	906
Q8BPM2	reviewed	Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)	Map4k5	847
P97820	reviewed	Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1) (HPK/GCK-like kinase HGK) (MAPK/ERK kinase kinase kinase 4) (MEK kinase kinase 4) (MEKKK 4) (Nck-interacting kinase)	Map4k4 Nik	1233
Q99JP0	reviewed	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)	Map4k3	894
Q61161	reviewed	Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (Germinal center kinase) (GCK) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein)	Map4k2 Rab8ip	821
P70218	reviewed	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (HPK) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	Map4k1 Hpk1	827
P27546	reviewed	Microtubule-associated protein 4 (MAP-4)	Map4 Mtap4	1125
Q3U1V8	reviewed	Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25)	Map3k9	1077
Q07174	reviewed	Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2)	Map3k8 Cot Tpl2	467
P58500	reviewed	MAP3K7 C-terminal-like protein (TAK1-like protein)	Map3k7cl ORF63 Tak1l	142
Q62073	reviewed	Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	Map3k7 Tak1	579
Q9WTR2	reviewed	Mitogen-activated protein kinase kinase kinase 6 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 2)	Map3k6 Ask2 Mapkkk6 Mekk6	1291
O35099	reviewed	Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	Map3k5 Ask1 Mekk5	1380
O08648	reviewed	Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)	Map3k4 Mekk4	1597
Q61084	reviewed	Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)	Map3k3 Mekk3	626
Q8VDG6	reviewed	Mitogen-activated protein kinase kinase kinase 21 (EC 2.7.11.25) (Mitogen-activated protein kinase kinase kinase MLK4) (Mixed lineage kinase 4)	Map3k21 Kiaa1804 Mlk4	1002
Q9ESL4	reviewed	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif kinase ZAK) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	Map3k20 Mltk Zak	802
Q61083	reviewed	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)	Map3k2 Mekk2	619
E9Q3S4	reviewed	Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (SPS1/STE20-related protein kinase YSK4)	Map3k19 Ysk4	1311
A2AQW0	reviewed	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	Map3k15	1331
Q9WUL6	reviewed	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (Serine/threonine-protein kinase NIK)	Map3k14 Nik	942
Q1HKZ5	reviewed	Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25)	Map3k13	959
Q60700	reviewed	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)	Map3k12 Zpk	888
Q80XI6	reviewed	Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3)	Map3k11 Mlk3	850
Q66L42	reviewed	Mitogen-activated protein kinase kinase kinase 10 (EC 2.7.11.25)	Map3k10	940
P53349	reviewed	Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1)	Map3k1 Mekk Mekk1	1493
Q8CE90	reviewed	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	Map2k7 Mkk7	535
